id_encuestado,pregunta_texto,respuesta,id_pregunta,seccion
98,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
99,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
100,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
101,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
102,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
103,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
104,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
105,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
106,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
107,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
108,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
109,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
110,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
111,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
112,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
113,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
114,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
115,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
116,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
117,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
118,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
119,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
120,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
121,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
122,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
123,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
124,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
125,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
126,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
127,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
128,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
129,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
130,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
131,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
132,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
133,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
134,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
135,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
136,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
137,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
138,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
139,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
140,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
141,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
142,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
143,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
144,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
145,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
146,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
147,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
148,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
149,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
150,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
151,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
152,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
153,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Más de dos horas,19,Estilo de Vida
154,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
155,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
156,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
157,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
158,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
159,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
160,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
161,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
162,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
163,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
164,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
165,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
166,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
167,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
168,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
169,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Más de dos horas,19,Estilo de Vida
170,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
171,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
172,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
173,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
174,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
175,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
176,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
177,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
178,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
179,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
180,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
181,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
182,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
183,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
184,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Más de dos horas,19,Estilo de Vida
185,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
186,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
187,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
188,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
189,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
190,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
191,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
192,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
193,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
194,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
195,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
196,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Más de dos horas,19,Estilo de Vida
197,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
198,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
199,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
200,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
201,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
202,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
203,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
204,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
205,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
206,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
207,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
208,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
209,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
210,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Más de dos horas,19,Estilo de Vida
211,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
212,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Entre una y dos horas,19,Estilo de Vida
213,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
214,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
215,"En promedio, ¿Cuántas horas diarias permanece sentado/a en transporte?",Menos de una hora,19,Estilo de Vida
1,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
2,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
3,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
4,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
5,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
6,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
7,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
8,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
9,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
10,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
11,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
12,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
13,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
14,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
15,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
16,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
17,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
18,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
19,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
20,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
21,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
22,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
23,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
24,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
25,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
26,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
27,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
28,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
29,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
30,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
31,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
32,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
33,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
34,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
35,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
36,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
37,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
38,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
39,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
40,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
41,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
42,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
43,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
44,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
45,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
46,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
47,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
48,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
49,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
50,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
51,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
52,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
53,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
54,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
55,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
56,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
57,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
58,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
59,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
60,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
61,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
62,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
63,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
64,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
65,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
66,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
67,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
68,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
69,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
70,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
71,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
72,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
73,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
74,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
75,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
76,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
77,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
78,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
79,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
80,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
81,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
82,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
83,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
84,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
85,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
86,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
87,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
88,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
89,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
90,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
91,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
92,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
93,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
94,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
95,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
96,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
97,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
98,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
99,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
100,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
101,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
102,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
103,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
104,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
105,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
106,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
107,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
108,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
109,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
110,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
111,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
112,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
113,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
114,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
115,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
116,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
117,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
118,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
119,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
120,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
121,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
122,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
123,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
124,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
125,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
126,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
127,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
128,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
129,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
130,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
131,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
132,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
133,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
134,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
135,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
136,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
137,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
138,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
139,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
140,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Nunca,20,Estilo de Vida
141,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
142,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
143,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
144,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
145,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
146,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
147,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
148,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
149,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
150,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
151,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
152,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
153,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
154,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Raramente,20,Estilo de Vida
155,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
156,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,Siempre,20,Estilo de Vida
157,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
158,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
159,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
160,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
161,¿Con qué frecuencia presenta dificultades para conciliar el sueño?,A veces,20,Estilo de Vida
